RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATDAM,COLOUR,COLPAT,CONDTN,CONRAD,CONVIS,DATEND,DATSTA,HEIGHT,NATCON,NOBJNM,OBJNAM,VERACC,VERDAT,VERLEN,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
474,2,2,38,1,550,175423191,1080,02260A74BED70438,,,,,,,,,,,,,,,,,,,,,,260000,,,,19990529,"US,US,graph,chart 11322"
