RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATROD,CONDTN,NATCON,NOBJNM,OBJNAM,STATUS,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
2559,2,2,116,1,550,175405748,1080,02260A747AB40438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2560,2,2,116,1,550,175405775,1080,02260A747ACF0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2561,2,2,116,1,550,175405789,1080,02260A747ADD0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2562,2,2,116,1,550,175405803,1080,02260A747AEB0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2563,2,2,116,1,550,175405816,1080,02260A747AF80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2564,2,2,116,1,550,175405830,1080,02260A747B060438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2565,2,2,116,1,550,175405858,1080,02260A747B220438,,,,,,,288,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2566,2,2,116,1,550,175405908,1080,02260A747B540438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2567,2,2,116,1,550,175405922,1080,02260A747B620438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2568,2,2,116,1,550,175405936,1080,02260A747B700438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2569,2,2,116,1,550,175405950,1080,02260A747B7E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2570,2,2,116,1,550,175405964,1080,02260A747B8C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2571,2,2,116,1,550,175405989,1080,02260A747BA50438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2572,2,2,116,1,550,175406003,1080,02260A747BB30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2573,2,2,116,1,550,175406015,1080,02260A747BBF0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2574,2,2,116,1,550,175406028,1080,02260A747BCC0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2575,2,2,116,1,550,175406041,1080,02260A747BD90438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2576,2,2,116,1,550,175406054,1080,02260A747BE60438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2577,2,2,116,1,550,175406067,1080,02260A747BF30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2578,2,2,116,1,550,175406081,1080,02260A747C010438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2579,2,2,116,1,550,175406095,1080,02260A747C0F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2580,2,2,116,1,550,175406109,1080,02260A747C1D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2581,2,2,116,1,550,175406122,1080,02260A747C2A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2582,2,2,116,1,550,175406135,1080,02260A747C370438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2583,2,2,116,1,550,175406148,1080,02260A747C440438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2584,2,2,116,1,550,175406161,1080,02260A747C510438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2585,2,2,116,1,550,175406173,1080,02260A747C5D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2586,2,2,116,1,550,175406186,1080,02260A747C6A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2587,2,2,116,1,550,175406199,1080,02260A747C770438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2588,2,2,116,1,550,175406212,1080,02260A747C840438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2589,2,2,116,1,550,175406226,1080,02260A747C920438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2590,2,2,116,1,550,175406240,1080,02260A747CA00438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2591,2,2,116,1,550,175406252,1080,02260A747CAC0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2592,2,2,116,1,550,175406266,1080,02260A747CBA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2593,2,2,116,1,550,175406279,1080,02260A747CC70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2594,2,2,116,1,550,175406292,1080,02260A747CD40438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2595,2,2,116,1,550,175406305,1080,02260A747CE10438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2596,2,2,116,1,550,175406330,1080,02260A747CFA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2597,2,2,116,1,550,175406344,1080,02260A747D080438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2598,2,2,116,1,550,175406357,1080,02260A747D150438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2599,2,2,116,1,550,175406370,1080,02260A747D220438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2600,2,2,116,1,550,175406383,1080,02260A747D2F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2601,2,2,116,1,550,175406395,1080,02260A747D3B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2602,2,2,116,1,550,175406449,1080,02260A747D710438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2603,2,2,116,1,550,175406552,1080,02260A747DD80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2604,2,2,116,1,550,175406564,1080,02260A747DE40438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2605,2,2,116,1,550,175406577,1080,02260A747DF10438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2606,2,2,116,1,550,175406590,1080,02260A747DFE0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2607,2,2,116,1,550,175406602,1080,02260A747E0A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2608,2,2,116,1,550,175406615,1080,02260A747E170438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2609,2,2,116,1,550,175406760,1080,02260A747EA80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2610,2,2,116,1,550,175406973,1080,02260A747F7D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2611,2,2,116,1,550,175407248,1080,02260A7480900438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2612,2,2,116,1,550,175407275,1080,02260A7480AB0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2613,2,2,116,1,550,175407302,1080,02260A7480C60438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2614,2,2,116,1,550,175407344,1080,02260A7480F00438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2615,2,2,116,1,550,175407357,1080,02260A7480FD0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2616,2,2,116,1,550,175407369,1080,02260A7481090438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2617,2,2,116,1,550,175407382,1080,02260A7481160438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2618,2,2,116,1,550,175407396,1080,02260A7481240438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2619,2,2,116,1,550,175407410,1080,02260A7481320438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2620,2,2,116,1,550,175407423,1080,02260A74813F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2621,2,2,116,1,550,175407437,1080,02260A74814D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2622,2,2,116,1,550,175407464,1080,02260A7481680438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2623,2,2,116,1,550,175407478,1080,02260A7481760438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2624,2,2,116,1,550,175407506,1080,02260A7481920438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2625,2,2,116,1,550,175407575,1080,02260A7481D70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2626,2,2,116,1,550,175407587,1080,02260A7481E30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2627,2,2,116,1,550,175407600,1080,02260A7481F00438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2628,2,2,116,1,550,175407627,1080,02260A74820B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2629,2,2,116,1,550,175407682,1080,02260A7482420438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2630,2,2,116,1,550,175407724,1080,02260A74826C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2631,2,2,116,1,550,175407940,1080,02260A7483440438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2632,2,2,116,1,550,175408006,1080,02260A7483860438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2633,2,2,116,1,550,175408019,1080,02260A7483930438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2634,2,2,116,1,550,175408033,1080,02260A7483A10438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2635,2,2,116,1,550,175408045,1080,02260A7483AD0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2636,2,2,116,1,550,175408059,1080,02260A7483BB0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2637,2,2,116,1,550,175408087,1080,02260A7483D70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2638,2,2,116,1,550,175408114,1080,02260A7483F20438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2639,2,2,116,1,550,175408142,1080,02260A74840E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2640,2,2,116,1,550,175408197,1080,02260A7484450438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2641,2,2,116,1,550,175408211,1080,02260A7484530438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2642,2,2,116,1,550,175408223,1080,02260A74845F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2643,2,2,116,1,550,175408237,1080,02260A74846D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2644,2,2,116,1,550,175408266,1080,02260A74848A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2645,2,2,116,1,550,175408278,1080,02260A7484960438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2646,2,2,116,1,550,175408291,1080,02260A7484A30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2647,2,2,116,1,550,175408305,1080,02260A7484B10438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2648,2,2,116,1,550,175408318,1080,02260A7484BE0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2649,2,2,116,1,550,175414034,1080,02260A749B120438,,,,,,,,,Road on levee,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2650,2,2,116,1,550,175414062,1080,02260A749B2E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2651,2,2,116,1,550,175414092,1080,02260A749B4C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2652,2,2,116,1,550,175414107,1080,02260A749B5B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2653,2,2,116,1,550,175414122,1080,02260A749B6A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2654,2,2,116,1,550,175414139,1080,02260A749B7B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2655,2,2,116,1,550,175414155,1080,02260A749B8B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2656,2,2,116,1,550,175414182,1080,02260A749BA60438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2657,2,2,116,1,550,175414197,1080,02260A749BB50438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2658,2,2,116,1,550,175414274,1080,02260A749C020438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2659,2,2,116,1,550,175414290,1080,02260A749C120438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2660,2,2,116,1,550,175414336,1080,02260A749C400438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2661,2,2,116,1,550,175414354,1080,02260A749C520438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2662,2,2,116,1,550,175414384,1080,02260A749C700438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2663,2,2,116,1,550,175414399,1080,02260A749C7F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2664,2,2,116,1,550,175414414,1080,02260A749C8E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2665,2,2,116,1,550,175414430,1080,02260A749C9E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2666,2,2,116,1,550,175414445,1080,02260A749CAD0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2667,2,2,116,1,550,175414458,1080,02260A749CBA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2668,2,2,116,1,550,175414487,1080,02260A749CD70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2669,2,2,116,1,550,175414515,1080,02260A749CF30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2670,2,2,116,1,550,175414543,1080,02260A749D0F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2671,2,2,116,1,550,175414558,1080,02260A749D1E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2672,2,2,116,1,550,175414647,1080,02260A749D770438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2673,2,2,116,1,550,175414671,1080,02260A749D8F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2674,2,2,116,1,550,175414700,1080,02260A749DAC0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2675,2,2,116,1,550,175414714,1080,02260A749DBA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2676,2,2,116,1,550,175414728,1080,02260A749DC80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2677,2,2,116,1,550,175414743,1080,02260A749DD70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2678,2,2,116,1,550,175414759,1080,02260A749DE70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2679,2,2,116,1,550,175414805,1080,02260A749E150438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2680,2,2,116,1,550,175414820,1080,02260A749E240438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2681,2,2,116,1,550,175414836,1080,02260A749E340438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2682,2,2,116,1,550,175414850,1080,02260A749E420438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2683,2,2,116,1,550,175414865,1080,02260A749E510438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2684,2,2,116,1,550,175414882,1080,02260A749E620438,,,,,,,288,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2685,2,2,116,1,550,175414897,1080,02260A749E710438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2686,2,2,116,1,550,175414911,1080,02260A749E7F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2687,2,2,116,1,550,175414926,1080,02260A749E8E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2688,2,2,116,1,550,175414942,1080,02260A749E9E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2689,2,2,116,1,550,175414957,1080,02260A749EAD0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2690,2,2,116,1,550,175414972,1080,02260A749EBC0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2691,2,2,116,1,550,175414987,1080,02260A749ECB0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2692,2,2,116,1,550,175415002,1080,02260A749EDA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2693,2,2,116,1,550,175415016,1080,02260A749EE80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2694,2,2,116,1,550,175415032,1080,02260A749EF80438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2695,2,2,116,1,550,175415062,1080,02260A749F160438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2696,2,2,116,1,550,175415077,1080,02260A749F250438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2697,2,2,116,1,550,175415093,1080,02260A749F350438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2698,2,2,116,1,550,175415107,1080,02260A749F430438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2699,2,2,116,1,550,175415122,1080,02260A749F520438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2700,2,2,116,1,550,175415137,1080,02260A749F610438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2701,2,2,116,1,550,175415152,1080,02260A749F700438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2702,2,2,116,1,550,175415196,1080,02260A749F9C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2703,2,2,116,1,550,175415225,1080,02260A749FB90438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2704,2,2,116,1,550,175416307,1080,02260A74A3F30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2705,2,2,116,1,550,175416321,1080,02260A74A4010438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2706,2,2,116,1,550,175416364,1080,02260A74A42C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2707,2,2,116,1,550,175416406,1080,02260A74A4560438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2708,2,2,116,1,550,175416533,1080,02260A74A4D50438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2709,2,2,116,1,550,175416547,1080,02260A74A4E30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2710,2,2,116,1,550,175416560,1080,02260A74A4F00438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2711,2,2,116,1,550,175416588,1080,02260A74A50C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2712,2,2,116,1,550,175416603,1080,02260A74A51B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2713,2,2,116,1,550,175416630,1080,02260A74A5360438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2714,2,2,116,1,550,175416673,1080,02260A74A5610438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2715,2,2,116,1,550,175416717,1080,02260A74A58D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2716,2,2,116,1,550,175416731,1080,02260A74A59B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2717,2,2,116,1,550,175416759,1080,02260A74A5B70438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2718,2,2,116,1,550,175416773,1080,02260A74A5C50438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2719,2,2,116,1,550,175416898,1080,02260A74A6420438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2720,2,2,116,1,550,175416939,1080,02260A74A66B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2721,2,2,116,1,550,175416954,1080,02260A74A67A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2722,2,2,116,1,550,175417224,1080,02260A74A7880438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2723,2,2,116,1,550,175417251,1080,02260A74A7A30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2724,2,2,116,1,550,175417310,1080,02260A74A7DE0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2725,2,2,116,1,550,175417351,1080,02260A74A8070438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2726,2,2,116,1,550,175417365,1080,02260A74A8150438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2727,2,2,116,1,550,175417393,1080,02260A74A8310438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2728,2,2,116,1,550,175417423,1080,02260A74A84F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2729,2,2,116,1,550,175417765,1080,02260A74A9A50438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2730,2,2,116,1,550,175417995,1080,02260A74AA8B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2731,2,2,116,1,550,175418038,1080,02260A74AAB60438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2732,2,2,116,1,550,175418096,1080,02260A74AAF00438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2733,2,2,116,1,550,175418138,1080,02260A74AB1A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2734,2,2,116,1,550,175418167,1080,02260A74AB370438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2735,2,2,116,1,550,175418181,1080,02260A74AB450438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2736,2,2,116,1,550,175418209,1080,02260A74AB610438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2737,2,2,116,1,550,175418238,1080,02260A74AB7E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2738,2,2,116,1,550,175418468,1080,02260A74AC640438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2739,2,2,116,1,550,175418512,1080,02260A74AC900438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2740,2,2,116,1,550,175418527,1080,02260A74AC9F0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2741,2,2,116,1,550,175418596,1080,02260A74ACE40438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2742,2,2,116,1,550,175418611,1080,02260A74ACF30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2743,2,2,116,1,550,175418643,1080,02260A74AD130438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2744,2,2,116,1,550,175418658,1080,02260A74AD220438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2745,2,2,116,1,550,175418672,1080,02260A74AD300438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2746,2,2,116,1,550,175418702,1080,02260A74AD4E0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2747,2,2,116,1,550,175418716,1080,02260A74AD5C0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2748,2,2,116,1,550,175418730,1080,02260A74AD6A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2749,2,2,116,1,550,175418828,1080,02260A74ADCC0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2750,2,2,116,1,550,175418843,1080,02260A74ADDB0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2751,2,2,116,1,550,175418874,1080,02260A74ADFA0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2752,2,2,116,1,550,175418888,1080,02260A74AE080438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2753,2,2,116,1,550,175418901,1080,02260A74AE150438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2754,2,2,116,1,550,175418915,1080,02260A74AE230438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2755,2,2,116,1,550,175418929,1080,02260A74AE310438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2756,2,2,116,1,550,175418944,1080,02260A74AE400438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2757,2,2,116,1,550,175418957,1080,02260A74AE4D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2758,2,2,116,1,550,175418971,1080,02260A74AE5B0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2759,2,2,116,1,550,175418985,1080,02260A74AE690438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2760,2,2,116,1,550,175419013,1080,02260A74AE850438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2761,2,2,116,1,550,175419043,1080,02260A74AEA30438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2762,2,2,116,1,550,175419146,1080,02260A74AF0A0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2763,2,2,116,1,550,175419159,1080,02260A74AF170438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2764,2,2,116,1,550,175419218,1080,02260A74AF520438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2765,2,2,116,1,550,175419249,1080,02260A74AF710438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
2766,2,2,116,1,550,175419293,1080,02260A74AF9D0438,,,,,,,,,,,,,350000,,,,19990529,"US,US,graph,chart 11322"
