RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATOFP,COLOUR,COLPAT,CONDTN,CONRAD,CONVIS,DATEND,DATSTA,HEIGHT,NATCON,NOBJNM,OBJNAM,PRODCT,STATUS,VERACC,VERDAT,VERLEN,INFORM,NINFOM,NTXTDS,PICREP,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
2075,1,2,87,1,550,175370507,1080,02260A73F10B0438,,,1,,,,2,2,,,,,,Corpus Christi 103 2,,,,,,,,,,,260000,,,,19761101,"US,US,reprt,8thCGD,LNM 46/76"
