DSID_EXPP,DSID_INTU,DSID_DSNM,DSID_EDTN,DSID_UPDN,DSID_UADT,DSID_ISDT,DSID_STED,DSID_PRSP,DSID_PSDN,DSID_PRED,DSID_PROF,DSID_AGEN,DSID_COMT,DSSI_DSTR,DSSI_AALL,DSSI_NALL,DSSI_NOMR,DSSI_NOCR,DSSI_NOGR,DSSI_NOLR,DSSI_NOIN,DSSI_NOCN,DSSI_NOED,DSSI_NOFA,DSPM_HDAT,DSPM_VDAT,DSPM_SDAT,DSPM_CSCL,DSPM_DUNI,DSPM_HUNI,DSPM_PUNI,DSPM_COUN,DSPM_COMF,DSPM_SOMF,DSPM_COMT
1,5,US5TX51M.000,1,0,20010711,20010711,3.000000,1,,1.0,1,550,Formatted by ENCOptimizer of SevenCs,2,1,1,5,0,3519,2,294,2793,3233,0,2,16,12,13333,1,1,1,1,1000000,10,
