RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATSLC,COLOUR,COLPAT,CONDTN,CONRAD,CONVIS,DATEND,DATSTA,HEIGHT,HORACC,HORCLR,HORLEN,HORWID,NATCON,NOBJNM,OBJNAM,STATUS,VERACC,VERDAT,VERLEN,WATLEV,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
3357,2,2,122,1,550,175412130,1080,02260A7493A20438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3358,2,2,122,1,550,175412143,1080,02260A7493AF0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3359,2,2,122,1,550,175412227,1080,02260A7494030438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3360,2,2,122,1,550,175412241,1080,02260A7494110438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3361,2,2,122,1,550,175412256,1080,02260A7494200438,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3362,2,2,122,1,550,175412285,1080,02260A74943D0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3363,2,2,122,1,550,175412300,1080,02260A74944C0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3364,2,2,122,1,550,175412314,1080,02260A74945A0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3365,2,2,122,1,550,175412330,1080,02260A74946A0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3366,2,2,122,1,550,175412358,1080,02260A7494860438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3367,2,2,122,1,550,175412373,1080,02260A7494950438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3368,2,2,122,1,550,175412387,1080,02260A7494A30438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3369,2,2,122,1,550,175412400,1080,02260A7494B00438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3370,2,2,122,1,550,175412415,1080,02260A7494BF0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3371,2,2,122,1,550,175412431,1080,02260A7494CF0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3372,2,2,122,1,550,175412446,1080,02260A7494DE0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3373,2,2,122,1,550,175412462,1080,02260A7494EE0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3374,2,2,122,1,550,175412477,1080,02260A7494FD0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3375,2,2,122,1,550,175412493,1080,02260A74950D0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3376,2,2,122,1,550,175412509,1080,02260A74951D0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3377,2,2,122,1,550,175412524,1080,02260A74952C0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3378,2,2,122,1,550,175412539,1080,02260A74953B0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3379,2,2,122,1,550,175412569,1080,02260A7495590438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3380,2,2,122,1,550,175412584,1080,02260A7495680438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3381,2,2,122,1,550,175412600,1080,02260A7495780438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3382,2,2,122,1,550,175412616,1080,02260A7495880438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3383,2,2,122,1,550,175412647,1080,02260A7495A70438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3384,2,2,122,1,550,175412662,1080,02260A7495B60438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3385,2,2,122,1,550,175412676,1080,02260A7495C40438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3386,2,2,122,1,550,175412691,1080,02260A7495D30438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3387,2,2,122,1,550,175412706,1080,02260A7495E20438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3388,2,2,122,1,550,175412720,1080,02260A7495F00438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3389,2,2,122,1,550,175412735,1080,02260A7495FF0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3390,2,2,122,1,550,175412840,1080,02260A7496680438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3391,2,2,122,1,550,175412855,1080,02260A7496770438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3392,2,2,122,1,550,175412903,1080,02260A7496A70438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3393,2,2,122,1,550,175412919,1080,02260A7496B70438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3394,2,2,122,1,550,175412935,1080,02260A7496C70438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3395,2,2,122,1,550,175412963,1080,02260A7496E30438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3396,2,2,122,1,550,175413096,1080,02260A7497680438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3397,2,2,122,1,550,175413125,1080,02260A7497850438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3398,2,2,122,1,550,175413141,1080,02260A7497950438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3399,2,2,122,1,550,175413171,1080,02260A7497B30438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3400,2,2,122,1,550,175413186,1080,02260A7497C20438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3401,2,2,122,1,550,175413201,1080,02260A7497D10438,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3402,2,2,122,1,550,175413273,1080,02260A7498190438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3403,2,2,122,1,550,175413862,1080,02260A749A660438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3404,2,2,122,1,550,175415334,1080,02260A74A0260438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3405,2,2,122,1,550,175415350,1080,02260A74A0360438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3406,2,2,122,1,550,175415365,1080,02260A74A0450438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3407,2,2,122,1,550,175415380,1080,02260A74A0540438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3408,2,2,122,1,550,175415395,1080,02260A74A0630438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3409,2,2,122,1,550,175415410,1080,02260A74A0720438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3410,2,2,122,1,550,175416175,1080,02260A74A36F0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3411,2,2,122,1,550,175416206,1080,02260A74A38E0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3412,2,2,122,1,550,175416645,1080,02260A74A5450438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3413,2,2,122,1,550,175416660,1080,02260A74A5540438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3414,2,2,122,1,550,175417678,1080,02260A74A94E0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3415,2,2,122,1,550,175417692,1080,02260A74A95C0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3416,2,2,122,1,550,175417708,1080,02260A74A96C0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3417,2,2,122,1,550,175417722,1080,02260A74A97A0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3418,2,2,122,1,550,175417793,1080,02260A74A9C10438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3419,2,2,122,1,550,175417835,1080,02260A74A9EB0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3420,2,2,122,1,550,175417850,1080,02260A74A9FA0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3421,2,2,122,1,550,175417894,1080,02260A74AA260438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3422,2,2,122,1,550,175417922,1080,02260A74AA420438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3423,2,2,122,1,550,175435898,1080,02260A74F07A0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3424,2,2,122,1,550,175435915,1080,02260A74F08B0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3425,2,2,122,1,550,175435974,1080,02260A74F0C60438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3426,2,2,122,1,550,175436039,1080,02260A74F1070438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3427,2,2,122,1,550,175436055,1080,02260A74F1170438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3428,2,2,122,1,550,175436099,1080,02260A74F1430438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3429,2,2,122,1,550,175436116,1080,02260A74F1540438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3430,2,2,122,1,550,175436133,1080,02260A74F1650438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3431,2,2,122,1,550,175436150,1080,02260A74F1760438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3432,2,2,122,1,550,175436325,1080,02260A74F2250438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3433,2,2,122,1,550,175436342,1080,02260A74F2360438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3434,2,2,122,1,550,175436375,1080,02260A74F2570438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3435,2,2,122,1,550,175436407,1080,02260A74F2770438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3436,2,2,122,1,550,175436423,1080,02260A74F2870438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3437,2,2,122,1,550,175436440,1080,02260A74F2980438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3438,2,2,122,1,550,175436472,1080,02260A74F2B80438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3439,2,2,122,1,550,175436615,1080,02260A74F3470438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3440,2,2,122,1,550,175436632,1080,02260A74F3580438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3441,2,2,122,1,550,175436649,1080,02260A74F3690438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3442,2,2,122,1,550,175436759,1080,02260A74F3D70438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3443,2,2,122,1,550,175436775,1080,02260A74F3E70438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3444,2,2,122,1,550,175437042,1080,02260A74F4F20438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3445,2,2,122,1,550,175438987,1080,02260A74FC8B0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3446,2,2,122,1,550,175439037,1080,02260A74FCBD0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3447,2,2,122,1,550,175439054,1080,02260A74FCCE0438,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3448,2,2,122,1,550,175439071,1080,02260A74FCDF0438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3449,2,2,122,1,550,175439120,1080,02260A74FD100438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3450,2,2,122,1,550,175439152,1080,02260A74FD300438,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3451,2,2,122,1,550,115242396,1246,022606DE759C04DE,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3452,2,2,122,1,550,115242394,1246,022606DE759A04DE,,,10,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3453,3,2,122,1,550,115999405,1247,022606EA02AD04DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,,,,19990529,"US,US,graph,chart 11322"
3454,3,2,122,1,550,116001480,1247,022606EA0AC804DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,,,,19990529,"US,US,graph,chart 11322"
3455,2,2,122,1,550,113723800,1254,022606C7499804E6,,,,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
3456,2,2,122,1,550,113729487,1254,022606C75FCF04E6,,,,,,,,,,,,,,,,,,,,,,,2,,,,,500000,,,,19990529,"US,US,graph,chart 11322"
