RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,MARSYS,ORIENT,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
2041,3,2,306,1,550,175368929,1080,02260A73EAE10438,,,2,,,,,,,,,,19990529,"US,US,graph,Chart 11322"
