RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATCOA,COLOUR,CONRAD,CONVIS,ELEVAT,NOBJNM,OBJNAM,VERACC,VERDAT,INFORM,NINFOM,NTXTDS,PICREP,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
388,2,2,30,1,550,175417864,1080,02260A74AA080438,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
389,2,2,30,1,550,175417879,1080,02260A74AA170438,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
390,2,2,30,1,550,175436790,1080,02260A74F3F60438,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
391,2,2,30,1,550,175436980,1080,02260A74F4B40438,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
392,2,2,30,1,550,175437183,1080,02260A74F57F0438,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
393,2,2,30,1,550,175439251,1080,02260A74FD930438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
394,2,2,30,1,550,175439265,1080,02260A74FDA10438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
395,2,2,30,1,550,175439281,1080,02260A74FDB10438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
396,2,2,30,1,550,175439295,1080,02260A74FDBF0438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
397,2,2,30,1,550,175439311,1080,02260A74FDCF0438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
398,2,2,30,1,550,175449027,1080,02260A7523C30438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
399,2,2,30,1,550,175449042,1080,02260A7523D20438,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
400,2,2,30,1,550,234715477,1133,02260DFD7955046D,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
401,2,2,30,1,550,115862400,1246,022606E7EB8004DE,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
402,2,2,30,1,550,113666329,1247,022606C6691904DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
403,2,2,30,1,550,113666304,1247,022606C6690004DF,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
404,2,2,30,1,550,113691191,1247,022606C6CA3704DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
405,2,2,30,1,550,113691182,1247,022606C6CA2E04DF,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
406,2,2,30,1,550,113691175,1247,022606C6CA2704DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
407,2,2,30,1,550,113747919,1247,022606C7A7CF04DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
408,2,2,30,1,550,113747910,1247,022606C7A7C604DF,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
409,2,2,30,1,550,113747898,1247,022606C7A7BA04DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
410,2,2,30,1,550,114036137,1247,022606CC0DA904DF,,,8,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
411,2,2,30,1,550,114036129,1247,022606CC0DA104DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
412,2,2,30,1,550,114040416,1247,022606CC1E6004DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
413,2,2,30,1,550,114040406,1247,022606CC1E5604DF,,,,,,,,,,,,,,,,,75000,,,,19990529,"US,US,graph,chart 11322"
