RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,HORACC,POSACC,SOUACC,VERACC,INFORM,NINFOM,NTXTDS,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
2038,3,2,300,1,550,175368701,1080,02260A73E9FD0438,,,,40,,,,,,,,,19990529,"US,US,graph,Chart 11322"
