RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,EXPSOU,NATSUR,NATQUA,NOBJNM,OBJNAM,QUASOU,SOUACC,STATUS,TECSOU,VALSOU,VERDAT,WATLEV,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
3489,1,2,153,1,550,175461940,1080,02260A7556340438,,,,9,,,,2,,,,,,4,,,,,22000,,,,19990529,"US,US,graph,chart 11322"
