RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,CATQUA,CATZOC,DRVAL1,DRVAL2,POSACC,SOUACC,SUREND,SURSTA,TECSOU,VERDAT,INFORM,NINFOM,NTXTDS,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
2042,3,2,308,1,550,175369045,1080,02260A73EB550438,,,,6,,,,,,,,,,,,,,,19990529,"US,US,graph,Chart 11322"
